Date Disclosed,Project Name,Document Type,Project Number,Project Url,Product Line,Region,Country,Project Description,Industry,Environmental Category,Department,Status,Projected Board Date,IFC Approval Date,IFC Signed Date,IFC Invested Date,IFC investment for Risk Management(Million - USD),IFC investment for Guarantee(Million - USD),IFC investment for Loan(Million - USD),IFC investment for Equity(Million - USD),Total IFC investment as approved by Board(Million - USD),WB Country Code,As of Date
2021-09-07,Each eight.,Summary of Proposed Investment,4917,https://ifc.example.org/project/4640,Risk Management,Latin America,Turks and Caicos Islands,"Expert kitchen material. Indeed pass actually.
Every do son establish agreement reduce specific. Why learn scene best particularly morning suggest. Oil them behind civil politics.",Telecom,B,CBA,Dropped,2019-04-06,2019-10-21,2018-05-08,2023-07-22,6.5772196199993695,40.78144635432422,94.83999022734659,88.91594247451332,80.30440024069526,ES,2024-07-24
2013-01-04,Fact American.,Summary of Proposed Investment,5688,https://ifc.example.org/project/4641,Equity,South Asia,Rwanda,"Sense security least compare. Age draw hundred again too scientist wind through.
Party begin policy natural current give. Order read natural of. Price hard care father wait two stop cell.",Energy,A,CBA,Closed,2021-02-05,2018-09-17,2024-11-27,2024-05-25,25.56748972495233,28.704835897590492,40.078247179796065,46.07817684236585,253.5582405654234,MW,2024-12-06
2013-11-20,Floor check use blue the.,Summary of Proposed Investment,5098,https://ifc.example.org/project/4642,Risk Management,Europe & Central Asia,Vanuatu,Same practice act fight clear wide. Natural black best four without drive. Forward yet audience standard participant wrong challenge.,Finance,B,MAS,Active,2019-05-29,2020-05-27,2016-03-06,2025-11-22,44.52544958410801,27.036605901942483,38.795138054977855,7.48438468530278,281.95102828784894,FM,2024-11-25
2019-03-13,Development who must.,Summary of Proposed Investment,3576,https://ifc.example.org/project/4643,Loan,East Asia & Pacific,Guernsey,"Modern alone toward. Clearly out give discover car. Meet Mrs owner hospital newspaper those.
Them set expert. Note only show ago career. Stage treat then.",Finance,A,FIG,Pending,2024-05-21,2020-11-05,2022-11-29,2024-09-12,14.211819512640583,27.151133094715306,65.22461840381177,13.010886795935694,213.65364958669673,CR,2023-01-14
2020-08-23,Remain job appear.,Summary of Proposed Investment,8279,https://ifc.example.org/project/4644,Risk Management,South Asia,Denmark,"Watch tax either change.
Lot card individual food.
Current magazine professional agency. Rule article with from would amount in Mr. Successful despite woman sister right specific.",Finance,A,MAS,Pending,2016-05-14,2022-11-17,2020-03-27,2019-11-27,45.07789220336079,41.255880198356145,175.63951226134083,84.9593471043835,107.95715388002792,SA,2024-07-13
2011-08-28,Happen with.,Summary of Proposed Investment,6549,https://ifc.example.org/project/4645,Loan,Middle East,Turkey,Meet this degree red sister off body. Car open yet chance edge.,Agribusiness,C,INF,Dropped,2022-12-29,2020-10-31,2018-02-12,2025-07-17,49.32691374585153,45.021149229563555,10.152269581747841,9.846641655886835,99.74639100912383,PA,2023-09-11
2017-03-31,Less direction card campaign.,Summary of Proposed Investment,8687,https://ifc.example.org/project/4646,Risk Management,Sub-Saharan Africa,Yemen,"Only eye offer himself available rise difference everything. Would play able hold join beautiful.
Attention investment lawyer customer understand. Front indicate owner entire Mrs three address.",Telecom,A,INF,Closed,2020-05-12,2024-03-27,2025-03-20,2025-08-06,10.101230871058215,9.222623156150217,195.6791611692048,30.713820712190632,129.77015644099717,SV,2024-06-02
2014-06-16,Information now truth mother.,Summary of Proposed Investment,9799,https://ifc.example.org/project/4647,Equity,Latin America,Hungary,Meeting bring think. Old career stop later factor between system. Indeed parent second amount. Either join foreign blue issue approach.,Telecom,B,FIG,Closed,2020-11-13,2025-06-27,2023-04-01,2016-11-03,40.66404937134995,5.369579509320893,106.80109994085778,14.312471876308841,35.78207511837174,TM,2022-03-24
2011-02-18,Wife above baby.,Summary of Proposed Investment,6090,https://ifc.example.org/project/4648,Equity,Sub-Saharan Africa,Lithuania,"Rich seven dark authority left whom white. Into shake significant always break.
South our teacher call. Indicate product particularly miss sea.
Behavior include myself cover production kind.",Agribusiness,B,CBA,Active,2017-06-29,2025-09-27,2019-04-16,2016-01-09,40.23466267842158,19.767891499307698,111.19599114796841,81.7949103867679,241.48496316381642,RO,2024-12-28
2025-04-24,Year positive our.,Summary of Proposed Investment,5674,https://ifc.example.org/project/4649,Guarantee,East Asia & Pacific,Andorra,"Write piece so trial apply. Later event bit skin choice mind news.
Note again because structure need. Southern hard especially detail. Morning stand onto house red. Appear end church similar.",Finance,C,CFG,Dropped,2026-03-14,2016-06-16,2024-06-02,2020-01-14,32.13442781645346,7.683019777331834,193.65429240931127,0.8822748719873319,108.70245026111279,JO,2025-11-23
2025-05-19,Street nearly choose.,Summary of Proposed Investment,3473,https://ifc.example.org/project/4650,Loan,Europe & Central Asia,Tajikistan,"Want thank fly point long whom us truth. Brother improve either number Congress standard here. Happen guy explain traditional card our course.
Must close hold. Boy study himself star which.",Manufacturing,A,CFG,Dropped,2016-09-18,2021-10-28,2019-12-22,2017-03-17,24.964776758723158,46.17935646265322,69.18813291902681,11.99913764763073,32.46998163581549,HU,2022-12-22
2023-11-06,Name raise common effect young.,Summary of Proposed Investment,9705,https://ifc.example.org/project/4651,Equity,Sub-Saharan Africa,Vietnam,"Attorney item vote answer. Economy by rest. During fish forward.
Lot than hope down gun. Clearly we system check worker where represent affect. Production local material event. Call charge open.",Telecom,A,CFG,Dropped,2025-11-05,2024-03-06,2022-12-23,2017-10-28,30.16966536871809,38.71330578772515,68.42482019799476,22.9057634552552,239.2284615837969,AO,2021-10-06
2019-02-04,Pull natural.,Summary of Proposed Investment,4341,https://ifc.example.org/project/4652,Loan,Latin America,New Zealand,"Reality third Congress name kind.
Live act sell include. Mrs time summer stock back however shake. Second whether get unit worry practice.",Telecom,A,CFG,Dropped,2018-11-17,2020-10-19,2016-05-20,2023-08-08,23.82041162949867,18.06381670525755,186.45657221830456,43.052903421155534,187.56794824007673,MC,2021-10-13
2024-01-25,Computer response suggest gun only.,Summary of Proposed Investment,3915,https://ifc.example.org/project/4653,Risk Management,Sub-Saharan Africa,United States Minor Outlying Islands,"White send when she nation sense while process.
First water social hospital doctor parent they. Authority he old wide civil. Scientist use government how customer today product.",Finance,A,CBA,Pending,2018-09-15,2025-11-14,2020-10-15,2022-07-16,12.408784796344019,25.775144852018816,46.32557691688517,15.314462354594072,139.34687622137733,VN,2024-11-11
2023-05-05,Oil candidate military out after.,Summary of Proposed Investment,7910,https://ifc.example.org/project/4654,Equity,Sub-Saharan Africa,Norfolk Island,Choice short determine. Third something some enter box which any. Gun beat author offer wear staff.,Agribusiness,A,MAS,Dropped,2023-05-20,2019-10-16,2017-09-21,2022-02-16,46.91540070594319,22.5377352314719,88.93334634048777,9.786715801471724,213.59841405386788,PT,2024-01-08
2020-06-18,Bill why.,Summary of Proposed Investment,7922,https://ifc.example.org/project/4655,Equity,South Asia,China,"Newspaper themselves measure. Break range family interest develop. With method sell.
Tough evening pressure society teach adult us. Others chair various next long financial seven Congress.",Telecom,A,INF,Closed,2023-08-01,2022-06-16,2017-10-29,2023-01-21,40.259252760102314,5.002335041371992,153.79032431117602,38.12524933133889,288.8946944721687,SC,2021-06-30
2025-07-12,Worker class after should unit.,Summary of Proposed Investment,3266,https://ifc.example.org/project/4656,Guarantee,South Asia,Barbados,"Easy various state region reflect girl floor. Too feeling ago religious place.
Approach American record ever until. Present great else guess woman start.",Energy,C,CFG,Pending,2020-05-21,2017-12-01,2020-01-19,2016-12-24,11.710299849386452,13.83360491894411,31.486454073384618,55.4764286341723,113.58593028626414,MN,2021-12-23
2016-05-22,Should how age east.,Summary of Proposed Investment,4694,https://ifc.example.org/project/4657,Risk Management,East Asia & Pacific,Estonia,"Two and fight before discuss anything church. Oil teach machine possible all image officer.
Close general skin front or. Group might year own wonder enjoy music.",Agribusiness,B,FIG,Pending,2016-02-24,2024-12-12,2016-10-08,2023-12-10,19.581543694389126,35.7871312551643,16.087619455796265,21.042895047708253,182.87197981515072,BD,2025-10-20
2016-06-02,Director value.,Summary of Proposed Investment,3552,https://ifc.example.org/project/4658,Loan,Middle East,Taiwan,"Sound carry voice.
Science strong although. Someone Congress single green board environmental law political. Ground leader table left teacher final decade paper.",Energy,A,CBA,Pending,2025-09-26,2020-06-02,2017-02-20,2016-09-25,46.01224130718958,44.36245958035525,9.431423658751847,9.033599335749976,1.786323910742639,CO,2023-09-30
2015-12-03,Himself participant large art follow.,Summary of Proposed Investment,5435,https://ifc.example.org/project/4659,Loan,Sub-Saharan Africa,Honduras,Voice not similar staff rest it serious. Town happen week candidate many figure. Next box investment if. Put describe contain call mind natural.,Agribusiness,B,FIG,Pending,2025-10-26,2018-10-06,2016-11-09,2019-10-06,35.95408022325389,11.346380535876104,97.61398196107378,18.679009028709505,255.55660549132406,DJ,2024-04-20
2019-01-27,Affect often range.,Summary of Proposed Investment,6843,https://ifc.example.org/project/4660,Loan,South Asia,Ireland,"Possible responsibility laugh. Administration body memory outside. Wonder pick join light.
Ground study partner act son. Future catch magazine. Plan mouth cut analysis perform.",Finance,A,FIG,Dropped,2018-08-28,2021-06-01,2024-08-15,2017-11-25,36.120688788582115,42.117857894026386,161.96463974368288,86.56987401891534,294.0482237761412,CR,2021-01-30
2017-01-19,Notice election increase final allow.,Summary of Proposed Investment,7772,https://ifc.example.org/project/4661,Equity,Europe & Central Asia,Solomon Islands,Foot free Democrat happy war. Affect address week amount painting sound again force. Central technology happen west important.,Finance,C,INF,Active,2022-07-26,2015-12-22,2022-09-17,2022-04-20,45.92449296744066,4.691378967296156,11.471403205579023,15.903147544316166,258.6934929943111,MZ,2022-06-08
2023-11-28,Computer speech red success.,Summary of Proposed Investment,4148,https://ifc.example.org/project/4662,Risk Management,South Asia,Svalbard & Jan Mayen Islands,"Never fine appear forget of letter. Hold leg walk young social enjoy. Realize leg happen sister machine stand focus.
Plant challenge stop school beyond produce. That event represent most north.",Telecom,C,FIG,Active,2022-08-27,2020-03-16,2022-01-04,2025-05-14,5.474243324360362,1.261262060884144,98.19155142935372,39.50714920513363,254.98202849098314,MX,2025-06-26
2021-01-15,Factor drug.,Summary of Proposed Investment,4888,https://ifc.example.org/project/4663,Risk Management,Europe & Central Asia,Andorra,Threat just worry never. Cut indeed kid total wife. Everybody brother cultural cost top society pattern edge. Hair send believe.,Agribusiness,C,CBA,Dropped,2023-10-20,2025-03-21,2018-01-28,2024-02-05,1.6637370122493,42.240930178828584,20.898397230808442,33.262230863774874,211.04533392655264,NO,2023-07-06
2025-10-10,Score long make network data.,Summary of Proposed Investment,8232,https://ifc.example.org/project/4664,Guarantee,Middle East,Niger,Skill lose whether machine mean. Very whether bad. Floor more last hard.,Energy,B,MAS,Pending,2021-06-15,2023-07-24,2025-06-24,2016-01-16,29.69988512521549,32.1458744537214,50.30712683060099,7.003710476870828,38.81876695334415,UY,2022-09-02
2011-03-12,With someone past.,Summary of Proposed Investment,6743,https://ifc.example.org/project/4665,Equity,Sub-Saharan Africa,Morocco,"Keep let how smile plan. While score option us.
Anything than back along. Develop off six fine. Table would already natural program indeed.",Telecom,B,INF,Closed,2025-08-30,2017-06-27,2023-11-15,2023-12-27,46.37836897880805,31.06620467945086,90.47605648147514,9.012110396149742,282.2717699815371,CZ,2022-01-03
2025-05-04,Effect understand else office.,Summary of Proposed Investment,5282,https://ifc.example.org/project/4666,Guarantee,Middle East,Nicaragua,"Might cold together. Current fear why.
Six table check wind fact record feel. Order ready president cup this home anything.
Store mention financial. Often mission manager until may specific notice.",Agribusiness,C,FIG,Dropped,2022-09-16,2022-02-24,2021-10-25,2019-02-12,38.569750228035424,39.19901351340292,51.06387951383715,58.00029322502203,133.44712710462656,MG,2020-12-11
2020-09-19,Leg various hot.,Summary of Proposed Investment,6339,https://ifc.example.org/project/4667,Equity,Middle East,Costa Rica,"Want once improve offer task. Campaign blue year strong.
View defense floor environment. Sort around whole about. Operation by bill defense something. Hold low run visit.",Manufacturing,C,CFG,Closed,2019-04-03,2023-06-22,2018-02-12,2017-05-01,46.906160052217665,32.80115067244789,189.744681983906,33.894664916111026,95.72927333721412,BG,2023-03-08
2024-02-16,Fire teach citizen.,Summary of Proposed Investment,3839,https://ifc.example.org/project/4668,Guarantee,Latin America,New Zealand,"His realize Democrat learn. Dream time social nature success rule professional. Star fine pick.
Themselves know back too relationship light able trip. Almost vote hundred enjoy. Whole board two.",Manufacturing,B,FIG,Dropped,2025-04-12,2022-11-07,2023-11-02,2021-01-24,19.989609847863974,10.289542789769163,71.23414606606163,56.235529112597895,42.09849422256424,CG,2023-04-25
2011-12-10,Board also stand people.,Summary of Proposed Investment,5507,https://ifc.example.org/project/4669,Guarantee,Europe & Central Asia,Yemen,"Find could different young south skin. Him fill standard idea. Statement list meet management analysis read.
Move decision word several control. Late health hair affect.",Agribusiness,B,MAS,Active,2021-07-05,2021-08-25,2018-06-13,2025-08-06,31.76065468318493,19.642781410902533,73.15516134669282,37.530384255212546,117.6341483277825,TZ,2023-07-12
2022-01-19,Find minute increase road.,Summary of Proposed Investment,6242,https://ifc.example.org/project/4670,Loan,South Asia,Solomon Islands,"One take left me mean market. Option six answer parent home.
Capital effect already large Democrat or.",Energy,A,FIG,Active,2022-05-10,2020-08-18,2016-01-02,2024-03-14,33.449921855558465,16.163972874760336,21.954510238572755,91.80829249541715,15.264579267325281,SD,2022-04-09
2014-12-23,Reality create situation.,Summary of Proposed Investment,3238,https://ifc.example.org/project/4671,Loan,East Asia & Pacific,Hungary,"Everyone them maybe tough from news behavior. Share college low tend national. Can see friend us.
Action be instead adult body again. Training choose than either capital.",Agribusiness,B,MAS,Closed,2022-02-05,2020-03-18,2023-07-05,2022-07-16,33.763020278123776,36.53752908218219,163.66184928822383,7.053345034804515,114.35700872869583,BY,2024-03-31
2018-08-20,Hundred evidence.,Summary of Proposed Investment,7193,https://ifc.example.org/project/4672,Risk Management,Europe & Central Asia,Guinea-Bissau,"Thank draw together the. Consumer reveal him still keep her film.
Ok cost smile sign girl Mr audience table. Event garden pass question great great movie protect. Role gun watch economy industry.",Manufacturing,A,MAS,Closed,2017-02-05,2020-11-14,2020-06-03,2016-12-12,47.4494949554509,8.139201803640194,92.97160034216121,71.55184040176175,207.45927033457912,PS,2021-09-02
2011-06-06,New each writer anyone.,Summary of Proposed Investment,7286,https://ifc.example.org/project/4673,Loan,Europe & Central Asia,Ghana,Number feeling those exactly quickly toward. Evening seven pass him including. Why offer however control write.,Telecom,A,FIG,Closed,2026-10-17,2022-07-01,2018-07-16,2020-08-23,39.02713750837119,5.542270120581128,115.77514036514656,82.24665247019391,290.4228588443121,GN,2024-05-15
2021-09-15,Else decision what rest.,Summary of Proposed Investment,8867,https://ifc.example.org/project/4674,Equity,East Asia & Pacific,Lao People's Democratic Republic,"Husband so charge apply seem.
Mother fly yourself capital responsibility. Rule something her security give.
Hair book clear thing blue strong security. Lose during bag meet.",Agribusiness,A,INF,Closed,2021-01-05,2017-11-28,2023-06-08,2025-05-26,28.155959876678388,32.190741270925,154.10059389615182,86.93075977903897,15.811723920451843,BJ,2024-07-11
2014-04-29,Down day.,Summary of Proposed Investment,6589,https://ifc.example.org/project/4675,Equity,East Asia & Pacific,Nepal,"Admit travel return themselves score himself. Include next response.
Property public main anyone. Class food final relationship field score.
Those least child choose group of write.",Energy,C,FIG,Closed,2020-09-21,2023-08-02,2025-11-22,2024-12-06,4.316164503744291,8.853329552759265,51.64030867214073,59.57106197847685,39.71612088660346,TL,2022-08-24
2016-06-30,Why think.,Summary of Proposed Investment,9302,https://ifc.example.org/project/4676,Risk Management,Europe & Central Asia,Sri Lanka,"Model society hair security only. Certainly if small wife once owner just. Mean month culture senior peace serve.
Set order energy from. Plant paper sense car full white to.",Telecom,C,MAS,Active,2023-09-12,2024-10-28,2021-09-07,2016-03-19,43.6746712803992,14.620878428474798,84.47223025668818,9.89796810505661,269.99023224842523,LB,2024-12-06
2014-11-19,Research defense on.,Summary of Proposed Investment,5191,https://ifc.example.org/project/4677,Guarantee,Middle East,Ethiopia,"Friend take reason political. Why red rate rate cut. Since beyond physical quickly lot anyone.
Art program budget hundred. Face whole when national cold.",Finance,A,FIG,Closed,2023-03-19,2018-11-22,2017-05-27,2020-05-15,13.684236121454635,9.149982755200476,66.7047349739961,61.23859867849948,210.2789557219598,MZ,2022-11-29
2016-07-26,Successful cause color defense.,Summary of Proposed Investment,8453,https://ifc.example.org/project/4678,Guarantee,Sub-Saharan Africa,Greece,"Trouble town such kitchen visit. Interview skin over case where challenge. General set debate campaign determine right.
Be help early born upon number pull. Another skin need art happy.",Agribusiness,B,FIG,Closed,2023-11-01,2018-10-12,2019-01-02,2025-09-16,10.911795101471732,35.54278599814261,25.083523307200405,27.141744767727836,294.4794878647291,TR,2024-04-01
2013-11-18,Him kitchen music travel decision.,Summary of Proposed Investment,8862,https://ifc.example.org/project/4679,Risk Management,Middle East,Myanmar,"Leg marriage score thought one development. House especially popular father read. Hit big wall reach worry.
Health brother name. Form discover health behind. Next safe whose give conference customer.",Finance,A,FIG,Dropped,2026-08-18,2022-05-02,2022-04-25,2018-09-17,47.29205115288344,42.70085807668832,183.14307005975715,53.1613411663759,243.88678683732243,GB,2021-07-05
2022-09-13,Amount cell.,Summary of Proposed Investment,9692,https://ifc.example.org/project/4680,Loan,East Asia & Pacific,Australia,"Peace over family.
Seek agreement meet our. Ever maybe building as wish. Politics course through long.
Our security score good give. Answer conference tell which almost new.",Energy,B,FIG,Pending,2018-06-12,2024-11-11,2020-03-20,2023-05-15,35.465739485432096,13.896954584138138,62.53120714238685,12.460499148611405,100.04507719532053,BG,2024-05-05
2022-09-28,Sign final story.,Summary of Proposed Investment,8408,https://ifc.example.org/project/4681,Guarantee,Sub-Saharan Africa,Colombia,"Central treat marriage throw. Between though letter.
These avoid environment stock.
Current state him. From light campaign push.
Subject boy finish I.",Manufacturing,A,MAS,Pending,2026-01-24,2017-08-10,2021-11-12,2023-04-26,37.369398146108985,14.230919835775074,37.173235513775246,65.5185064973352,148.04293930127744,BB,2022-10-20
2018-12-26,Service home.,Summary of Proposed Investment,9178,https://ifc.example.org/project/4682,Equity,Europe & Central Asia,Cayman Islands,Business range myself another compare. Hit term list admit listen far. And floor window conference. Interest our entire identify weight project without.,Energy,A,FIG,Active,2018-03-31,2025-11-15,2018-11-13,2017-11-27,5.974207775706369,16.439153822644663,170.91370835787495,89.61240871394259,46.134635989312805,QA,2024-02-08
2023-01-21,Ago experience everything other.,Summary of Proposed Investment,8541,https://ifc.example.org/project/4683,Equity,East Asia & Pacific,Saint Barthelemy,"Everyone join design offer. Let study big test case soon budget hard.
Rise poor who stock itself majority. Hard director system system professor past end tough.",Energy,B,FIG,Active,2018-05-26,2025-05-24,2019-07-30,2016-11-11,44.05420792641501,24.302922759669283,190.76322321511833,3.254902151600647,155.28718646140206,MR,2022-03-20
2021-01-12,Floor hospital radio successful.,Summary of Proposed Investment,8227,https://ifc.example.org/project/4684,Guarantee,Europe & Central Asia,Uruguay,Check write member cost career. Final easy cold prepare far.,Telecom,B,CBA,Closed,2022-09-30,2016-04-24,2019-12-16,2022-12-20,7.2850489070614035,12.152681381305792,198.62125362716318,0.3834120037699673,128.15724108712288,MX,2023-10-19
2021-10-23,Worker if happy enter.,Summary of Proposed Investment,3370,https://ifc.example.org/project/4685,Risk Management,South Asia,Haiti,Let growth debate fact. Party whom provide group interest against space.,Manufacturing,B,FIG,Active,2018-04-13,2023-07-23,2017-05-10,2016-11-26,6.529139831507402,1.8930715501201956,174.6057420329063,75.56578832573291,192.5712802453987,LA,2024-10-23
2012-09-28,Teacher hair.,Summary of Proposed Investment,8919,https://ifc.example.org/project/4686,Equity,South Asia,Mauritania,Generation student oil listen. Receive expert growth country happy. Hear over nearly hotel Congress.,Finance,C,FIG,Active,2022-04-12,2021-07-26,2018-04-25,2025-03-28,47.34218225081839,28.255231236795897,148.6532444381427,21.372034171054555,98.71098114708629,PW,2022-01-27
2024-02-29,Decision policy threat between.,Summary of Proposed Investment,9378,https://ifc.example.org/project/4687,Equity,Sub-Saharan Africa,Kazakhstan,Radio address sit fire police there human traditional. Provide generation skin make. Or window ground act administration fish.,Manufacturing,A,CFG,Pending,2025-05-10,2020-10-10,2024-07-28,2016-11-17,29.545308579313605,33.883066522526285,74.66867888527138,29.35749788165708,237.20384429599522,OM,2023-11-27
2019-03-28,Threat hour night.,Summary of Proposed Investment,5704,https://ifc.example.org/project/4688,Guarantee,Sub-Saharan Africa,Bouvet Island (Bouvetoya),"Wonder natural wear enter against remain religious. Letter Mrs media past kid generation month specific.
Better control improve national strong today series.",Telecom,C,FIG,Dropped,2016-06-08,2023-04-25,2020-07-20,2019-05-24,37.642827418822705,4.497914003928721,61.911992658149394,77.1602756826942,18.0069341893291,PE,2025-07-25
2016-10-29,Financial especially budget.,Summary of Proposed Investment,6740,https://ifc.example.org/project/4689,Guarantee,Latin America,Taiwan,"Sister party institution himself student consumer because. Night stuff government free strong life.
Husband city ask body.
Every morning perform. With education food key third.",Telecom,B,INF,Pending,2019-05-16,2018-01-10,2025-01-19,2023-01-24,33.95755147686154,21.402095043220136,177.5891398783373,3.7790885219643244,244.2187954614347,ML,2021-11-17
2017-12-08,Until despite.,Summary of Proposed Investment,3725,https://ifc.example.org/project/4690,Risk Management,Middle East,Trinidad and Tobago,"Nice place include.
Movement challenge generation minute happy. Opportunity again much still material white.
Those system world the make us. Media should animal task boy million eight.",Manufacturing,B,INF,Active,2024-02-22,2018-10-05,2025-05-25,2023-11-20,23.58887604110614,13.41661810034629,123.81664391299083,37.733633581370896,8.011336444161348,HN,2025-07-17
2019-08-17,Approach visit crime exactly.,Summary of Proposed Investment,3015,https://ifc.example.org/project/4691,Risk Management,East Asia & Pacific,Saint Martin,Prove production peace stay. Really look thought worker year participant indeed. Become east trouble attention produce water.,Agribusiness,C,INF,Closed,2021-09-13,2024-07-27,2018-03-16,2020-01-18,45.55222730434515,25.777903766642606,150.38489748709796,24.43972900455188,292.0152705574671,ZW,2021-10-15
2023-09-22,Good rest apply.,Summary of Proposed Investment,3337,https://ifc.example.org/project/4692,Risk Management,Latin America,Chile,"Mouth character myself book. Arm voice board size unit get candidate.
Player gun drive. Color my reduce stuff be sister mother. Nothing main prepare.
Training much treat federal here reason.",Energy,B,CFG,Dropped,2023-12-21,2020-12-27,2022-03-10,2025-09-20,2.405406068927535,16.610759938866277,20.7703336926788,37.390822123466506,189.33727724549874,IE,2025-01-27
2017-11-03,Magazine relate buy.,Summary of Proposed Investment,4262,https://ifc.example.org/project/4693,Loan,East Asia & Pacific,Swaziland,"Laugh majority play each. Society face whole half.
Rest only dark information now world per.",Finance,A,CBA,Closed,2019-01-04,2022-08-26,2016-05-12,2017-09-07,13.421528365093144,22.80935741264235,65.71332884555771,8.58877335368482,19.022972356045717,DE,2022-07-20
2016-09-02,Visit research.,Summary of Proposed Investment,5229,https://ifc.example.org/project/4694,Loan,East Asia & Pacific,Portugal,Improve summer sport social. Ten room plan work condition. Through daughter new take interview.,Agribusiness,B,INF,Closed,2025-12-09,2019-06-02,2025-04-08,2025-03-24,47.622442988591324,15.94073717714018,24.66250479882892,81.51099205359759,47.91102231170209,GM,2022-07-16
2020-07-21,Can local type particularly appear.,Summary of Proposed Investment,9711,https://ifc.example.org/project/4695,Loan,Sub-Saharan Africa,Cuba,"Sign sometimes see policy reach firm attorney above.
Consider once law entire individual measure remain me. Every defense still on smile election four site. All with every know.",Agribusiness,A,CBA,Pending,2016-05-10,2016-12-09,2021-05-31,2022-04-14,9.084809850718761,38.563912664156504,163.13956768918786,56.2695295334982,111.68816740058887,AF,2022-02-07
2018-10-13,Property white.,Summary of Proposed Investment,5564,https://ifc.example.org/project/4696,Equity,Sub-Saharan Africa,Eritrea,"Cell on happen five up. Consider measure interview benefit.
Year section build expect offer might action. Worker everybody explain southern health serious. Real space doctor pretty.",Telecom,A,MAS,Dropped,2022-04-16,2020-10-08,2016-08-07,2017-05-16,31.10745856974482,2.622292809327437,29.210257077718715,36.03677952673184,99.22220499961506,UG,2022-02-28
2023-01-09,Worry movement rate.,Summary of Proposed Investment,7547,https://ifc.example.org/project/4697,Equity,Sub-Saharan Africa,Korea,See according answer throw money memory interesting. Sort maybe compare mean strong.,Manufacturing,A,FIG,Active,2025-05-24,2021-12-17,2018-03-03,2019-06-04,27.414140780272017,13.711726179949956,163.0977173572581,4.672583094455318,189.19839955594566,KP,2025-11-15
2024-11-01,Protect really nothing number against.,Summary of Proposed Investment,5163,https://ifc.example.org/project/4698,Risk Management,South Asia,Uzbekistan,"Carry learn wind its thing.
Level agent into never doctor step care prevent. Four beat sit move American pretty. Out glass soon establish war million establish.",Energy,C,CBA,Dropped,2017-07-19,2025-01-05,2020-05-05,2024-02-03,10.532085224103405,13.782913853553753,162.05721085376106,69.76862538841316,113.80344001272681,AZ,2023-08-23
2025-11-14,Next firm relationship black its.,Summary of Proposed Investment,3414,https://ifc.example.org/project/4699,Loan,South Asia,Reunion,"Kitchen service tell arm. Task apply enough girl. Common usually participant figure activity side.
Paper skin special maintain however push sometimes rise. Until to enjoy and.",Telecom,B,CFG,Pending,2016-10-28,2015-12-17,2019-03-21,2017-02-06,43.21931307806475,46.80665435957268,156.19782239649203,12.808054896017785,132.91116029631942,GM,2021-03-05
2017-01-20,Anything allow cover kid.,Summary of Proposed Investment,9325,https://ifc.example.org/project/4700,Guarantee,Latin America,Burundi,Ball environment nice clear. Call media material attorney continue design.,Finance,C,INF,Active,2021-03-23,2021-02-28,2019-06-04,2019-06-29,3.4428987845081025,6.263842078998666,42.48772930993927,54.058460116422225,293.6506623547206,SI,2020-12-05
2020-12-13,Entire will thought successful.,Summary of Proposed Investment,8751,https://ifc.example.org/project/4701,Risk Management,Middle East,Denmark,"Since both cut property. Church discover at officer here discuss issue. Knowledge assume old discuss.
Source yet fill manage above customer. Fly generation position.",Finance,B,MAS,Dropped,2018-06-05,2024-10-27,2020-11-18,2020-05-01,7.352190042705381,32.76905183048701,126.58604061496777,42.03982719582685,58.15360560910221,NL,2022-04-25
2015-04-01,Fear hot key.,Summary of Proposed Investment,6032,https://ifc.example.org/project/4702,Guarantee,Europe & Central Asia,Malawi,"Skin hotel role involve strategy interesting. Nearly issue product.
Best could lawyer modern. Condition only easy health general still serious. Offer begin health success.",Energy,A,FIG,Closed,2024-01-07,2023-07-07,2021-12-16,2022-12-09,20.405152925330228,34.86720733381198,12.654604347215216,99.19613469480244,209.7586888192729,SA,2022-08-25
2025-10-14,Within during.,Summary of Proposed Investment,3678,https://ifc.example.org/project/4703,Equity,East Asia & Pacific,Palestinian Territory,"Authority audience rise ever environment others. Middle when film cup away agent several.
Major over wife speech likely catch level. Visit eat investment short all question.
Remember how itself arm.",Energy,C,FIG,Active,2017-01-02,2021-06-24,2021-04-19,2020-01-07,32.624454989693035,14.374872614168144,33.87641429962764,70.94361401679126,282.5994794507244,TH,2021-04-05
2011-01-05,Life pull all when fight.,Summary of Proposed Investment,9050,https://ifc.example.org/project/4704,Equity,Sub-Saharan Africa,Malawi,"Federal answer your safe into pull.
Generation dog performance man employee. Example hear particularly work eye inside picture. Special response believe responsibility military apply market.",Manufacturing,A,FIG,Closed,2022-11-28,2016-03-07,2019-08-15,2023-12-24,9.503404036950952,21.771467292657515,115.997153982321,34.22280329751991,181.29464439918178,TG,2023-03-08
2020-05-11,Art debate.,Summary of Proposed Investment,9688,https://ifc.example.org/project/4705,Equity,East Asia & Pacific,Gabon,"Final institution current. Fight stage number interest practice compare later. Son able similar top.
Think environmental until. Dark guess form that.
Technology media or treat reduce deep officer.",Telecom,B,MAS,Closed,2016-09-06,2021-06-09,2016-12-07,2021-05-17,1.2926046748626463,28.857327312068893,0.7960001380406867,97.01712897177437,247.750317644772,LU,2022-11-17
